Gene,logFC,logCPM,p value,FDR
ATG101,-0.8362324,5.909225064,3.35E-24,1.59E-23
TIPRL,0.724145149,5.327732909,3.48E-24,1.65E-23
ARHGEF7,-0.72942043,5.795051978,3.52E-24,1.66E-23
TTC28-AS1,-1.061341769,3.438024775,3.58E-24,1.69E-23
GDAP2,-0.626676978,6.109772932,3.72E-24,1.76E-23
SPTBN2,1.855298847,1.656597383,3.72E-24,1.76E-23
MARCKS,1.03512959,3.588682783,4.11E-24,1.94E-23
ARHGDIA,-0.768720006,6.858559755,4.15E-24,1.96E-23
RAPGEF2,0.540667578,7.924652993,4.36E-24,2.05E-23
ZFYVE1,-0.867497444,4.232828229,4.54E-24,2.14E-23
PLEKHG3,0.587412122,7.357474911,4.57E-24,2.15E-23
IGSF23,4.281995737,0.181489881,4.64E-24,2.19E-23
TBC1D23,-0.748176182,5.849239047,4.74E-24,2.23E-23
STK10,-0.616668003,6.972322539,4.86E-24,2.29E-23
SDF2,-0.699488951,5.382849259,4.90E-24,2.31E-23
NCKIPSD,-0.707920073,5.052511212,4.94E-24,2.32E-23
HSP90AB1,-0.533701873,9.807201178,4.97E-24,2.34E-23
NUP50-AS1,-0.812203308,4.575767569,5.00E-24,2.35E-23
RNF146,-0.657749323,5.632746062,5.00E-24,2.35E-23
SCYL1,-0.609635491,6.441782269,5.05E-24,2.38E-23
DHRS7,-0.752670334,5.813921006,5.18E-24,2.44E-23
CLN8,-0.763895682,5.2043363,5.23E-24,2.46E-23
VAV2,0.602960456,7.376358699,5.29E-24,2.48E-23
CGAS,1.348178392,2.538984522,5.53E-24,2.60E-23
SLC35G1,1.148074599,3.062296159,5.88E-24,2.76E-23
LMAN2,-0.531166467,9.164373758,6.12E-24,2.87E-23
RELA,-0.811241649,5.230748799,6.14E-24,2.88E-23
RELB,2.254669077,1.282565475,6.20E-24,2.90E-23
LYRM7,0.774516069,4.822524673,6.25E-24,2.93E-23
ANKRD37,-1.786455205,1.66879336,6.57E-24,3.08E-23
RSPH3,-1.060863652,3.258706064,6.64E-24,3.11E-23
MCIDAS,1.583460653,2.046387344,6.79E-24,3.18E-23
SYTL5,2.500401089,0.992274544,6.96E-24,3.26E-23
ZDHHC11,1.204497412,3.096927329,7.08E-24,3.31E-23
ZBTB11,-0.601903518,6.493679854,7.22E-24,3.38E-23
RHOBTB2,-0.742587179,5.27097453,7.88E-24,3.68E-23
PHF7,1.294680462,2.703280945,7.95E-24,3.71E-23
CD74,-1.859872438,1.660253418,8.42E-24,3.93E-23
PWWP2A,0.71003765,5.344377151,8.55E-24,3.99E-23
MAPT,1.84695249,2.009947579,8.87E-24,4.14E-23
PLD4,-3.041140682,0.460222078,9.34E-24,4.36E-23
KLHL17,1.534081442,3.124962967,9.98E-24,4.65E-23
PRKX,0.703363698,5.150918295,1.00E-23,4.68E-23
AKAP8L,-0.679934371,6.233797343,1.01E-23,4.69E-23
ZBTB42,-0.897761648,3.933863661,1.05E-23,4.88E-23
SCAMP1,0.71589109,6.385162035,1.08E-23,5.01E-23
PSMD5,-0.665349248,5.548693504,1.10E-23,5.14E-23
TRAPPC9,-0.866192392,4.390049353,1.11E-23,5.17E-23
WBP2,-0.617037533,6.633836657,1.18E-23,5.50E-23
BCAT2,0.749120223,5.31645397,1.22E-23,5.70E-23
SLU7,-0.666236997,6.253948354,1.26E-23,5.85E-23
SORBS2,1.074965039,3.560362807,1.27E-23,5.90E-23
HOOK3,-0.779322749,4.89896286,1.29E-23,6.01E-23
RAB12,0.795983751,4.402583781,1.30E-23,6.02E-23
PAK1,-0.631223623,5.798198619,1.36E-23,6.32E-23
FGFRL1,-1.025168659,3.590762806,1.38E-23,6.40E-23
PCNX3,-0.612915746,7.236481611,1.46E-23,6.76E-23
WDR33,-0.549757817,7.289890388,1.47E-23,6.83E-23
ZNF468,-0.634445162,7.599912117,1.50E-23,6.95E-23
MIRLET7BHG,1.259340085,2.98202007,1.52E-23,7.06E-23
MAP1LC3B,-1.044220044,3.710848116,1.56E-23,7.23E-23
SNX24,0.698615316,5.438080808,1.65E-23,7.64E-23
QSER1,0.640624909,6.067070493,1.71E-23,7.90E-23
PROM2,0.722897143,5.559289833,1.73E-23,7.99E-23
H6PD,0.679320447,5.537168037,1.73E-23,8.01E-23
SNX14,-0.610517122,7.249062298,1.79E-23,8.30E-23
ZFHX3,-0.792721669,7.317228784,1.81E-23,8.36E-23
WDR47,-0.785781354,4.694093511,1.83E-23,8.47E-23
NUP58,-0.603298452,7.50104289,1.98E-23,9.14E-23
MAD2L1BP,0.805732062,4.391175348,1.99E-23,9.18E-23
FGF1,2.512290999,0.955007694,2.35E-23,1.09E-22
LRRC14B,-3.378675155,0.209765601,2.39E-23,1.10E-22
ATP1B1,-0.806282936,4.721829245,2.42E-23,1.12E-22
CASC10,1.133083248,3.480840235,2.48E-23,1.15E-22
TMEM154,-0.680116429,5.834797672,2.49E-23,1.15E-22
ATG5,-0.666041481,6.162348959,2.60E-23,1.20E-22
LPIN1,-0.620616639,5.960575931,2.61E-23,1.20E-22
KRTAP5-AS1,-2.084264746,1.257232881,2.82E-23,1.30E-22
BRIP1,0.79512151,4.67464071,2.86E-23,1.31E-22
MESD,-0.55934889,7.153974337,2.94E-23,1.35E-22
TMEM158,1.755410123,1.763923456,2.98E-23,1.37E-22
EIF1AD,-0.633152733,5.618368667,3.34E-23,1.53E-22
S100A13,1.023229719,3.763426196,3.45E-23,1.58E-22
AMIGO2,0.835144563,4.3147695,3.47E-23,1.60E-22
UTP3,-0.986513725,4.029404121,3.52E-23,1.62E-22
DNASE1L2,1.499626928,2.304832665,3.60E-23,1.65E-22
TMEM63B,-0.608629693,6.152971803,3.65E-23,1.67E-22
THRA,1.261057993,2.962139267,3.65E-23,1.68E-22
UBR5,-0.523368893,7.46130197,3.67E-23,1.68E-22
CCDC127,-0.712277879,4.845614324,3.73E-23,1.71E-22
HECTD3,-0.624793742,5.726611296,3.81E-23,1.75E-22
INPP4A,-0.647727995,6.178212533,4.09E-23,1.87E-22
DCP2,-0.537666928,8.58945483,4.12E-23,1.89E-22
DHRS7B,-0.73783405,4.824744493,4.19E-23,1.92E-22
THEM4,0.896287108,3.953556156,4.21E-23,1.93E-22
STON2,0.718840683,4.936089794,4.28E-23,1.96E-22
CYB5B,0.594686037,6.509595438,4.35E-23,1.99E-22
SYNPO,-0.742605048,7.570533936,4.35E-23,1.99E-22
GNL3L,-0.553883787,6.736251301,4.55E-23,2.08E-22
PCGF6,1.043890755,3.807417907,4.60E-23,2.10E-22
PRRG4,-0.760970539,4.866744416,4.69E-23,2.14E-22
ALG12,-0.65900211,5.625376597,4.71E-23,2.15E-22
PXMP4,0.768020969,4.5349866,4.87E-23,2.22E-22
SULF2,1.204169352,2.992855648,4.98E-23,2.27E-22
PHRF1,-0.568919333,6.794972063,5.12E-23,2.33E-22
LRRC1,-0.541656785,6.889142074,5.20E-23,2.37E-22
NBPF15,1.16502348,2.957571719,5.33E-23,2.43E-22
PDGFC,1.375529871,2.534885773,5.42E-23,2.47E-22
ERAL1,-0.680962884,5.326645054,5.44E-23,2.48E-22
XAB2,-0.867731248,4.861649136,5.80E-23,2.64E-22
CSF1,3.523732436,0.398557156,5.89E-23,2.68E-22
UBE3B,-0.636608439,5.567280858,5.89E-23,2.68E-22
PTK7,0.590221671,6.905772091,6.05E-23,2.75E-22
TIMP2,-0.67003482,6.479311906,6.09E-23,2.77E-22
SLC39A9,-0.540524717,7.496009601,6.28E-23,2.85E-22
AKIRIN2,-0.829357718,5.044532849,6.52E-23,2.96E-22
NOP56,-0.527878473,7.506936938,6.59E-23,2.99E-22
MMEL1,-4.512338629,-0.18894496,6.83E-23,3.10E-22
BTD,-0.836704715,4.382926444,7.04E-23,3.19E-22
DNAJC1,-0.652879193,5.954199704,7.30E-23,3.31E-22
PIDD1,0.763992514,5.384377189,7.35E-23,3.34E-22
PIMREG,0.921306325,3.895125264,7.62E-23,3.46E-22
CEP85L,0.641444241,6.112566974,7.66E-23,3.47E-22
ZNF217,-0.605322741,6.64374844,7.86E-23,3.56E-22
KAT7,-0.588927026,6.271212337,7.99E-23,3.62E-22
EMC7,-0.6720845,5.351356401,8.44E-23,3.82E-22
B3GALNT1,1.296708905,2.588310839,8.89E-23,4.03E-22
CCDC94,-0.660539761,5.506391035,9.32E-23,4.22E-22
TTYH3,0.686676007,5.639315129,9.79E-23,4.43E-22
FHL3,1.096838275,3.164781011,1.00E-22,4.53E-22
ARL8B,-0.567150569,6.523806456,1.01E-22,4.58E-22
ACO2,-0.569259212,6.419916757,1.03E-22,4.64E-22
NEIL1,1.19419674,3.231599442,1.07E-22,4.85E-22
ATP6V1E1,0.64114251,6.089401134,1.11E-22,5.00E-22
ARHGEF25,2.278335739,1.130961894,1.16E-22,5.22E-22
TPD52,-0.663794398,5.47176907,1.17E-22,5.26E-22
XBP1,-0.52203953,8.581043856,1.18E-22,5.33E-22
CUL2,-0.633740365,5.705485835,1.19E-22,5.37E-22
H1FX,-0.60372178,7.759188105,1.20E-22,5.42E-22
TMEM127,-0.562816871,6.390119126,1.21E-22,5.47E-22
MFSD4B,-0.67727298,5.668050994,1.24E-22,5.57E-22
HELB,-0.760805992,4.497806366,1.25E-22,5.65E-22
WDR82,-0.539711141,7.006634868,1.27E-22,5.73E-22
TDP2,-0.754670281,4.84179036,1.31E-22,5.88E-22
GAL3ST1,-1.897297608,1.380336057,1.43E-22,6.43E-22
GYG2,0.853879767,4.781907964,1.45E-22,6.53E-22
CREBZF,0.618848634,6.058915563,1.46E-22,6.56E-22
LINC01237,1.3493126,2.530361864,1.49E-22,6.72E-22
TMEM178B,-0.970005276,3.698454633,1.52E-22,6.81E-22
TMEM45B,2.144520556,1.28834914,1.57E-22,7.05E-22
CTSS,2.228203945,1.195723227,1.58E-22,7.09E-22
MPP2,1.697167835,2.040357431,1.60E-22,7.17E-22
ARHGAP45,-0.764540358,6.929075562,1.61E-22,7.24E-22
KIAA1522,0.713776615,5.273956411,1.62E-22,7.26E-22
CHKA,0.761643524,4.516747461,1.64E-22,7.34E-22
LINC02212,0.96535,3.674661555,1.69E-22,7.60E-22
PIEZO1,0.585405973,8.333077724,1.77E-22,7.93E-22
EZH2,-0.710612528,5.992741995,1.79E-22,8.02E-22
PHLDA3,0.607478943,7.424587511,1.92E-22,8.58E-22
SCARA3,0.5937976,6.236736029,1.94E-22,8.69E-22
HNRNPL,-0.508023557,8.539341931,1.94E-22,8.71E-22
MCM3AP,-0.645395283,6.003931471,2.07E-22,9.27E-22
CALML3-AS1,2.557774622,0.845067745,2.13E-22,9.53E-22
DNAJC22,1.622642092,1.968593528,2.17E-22,9.69E-22
RNF141,0.74961421,5.533656716,2.20E-22,9.85E-22
BPHL,0.965935373,3.647267755,2.27E-22,1.01E-21
ZNF644,0.600324046,6.71901717,2.31E-22,1.03E-21
ZNF587,0.733168402,4.772687997,2.37E-22,1.06E-21
MYORG,-0.801937815,4.942819544,2.39E-22,1.07E-21
RNF138,0.757544065,4.578226379,2.42E-22,1.08E-21
ACVR1B,1.114972225,3.00788836,2.45E-22,1.09E-21
HNRNPLL,0.663021728,5.55121354,2.46E-22,1.09E-21
POLR3H,-0.818132541,4.870697834,2.50E-22,1.11E-21
NELFCD,-0.561909218,6.46462769,2.51E-22,1.12E-21
RENBP,1.514626148,2.304541963,2.55E-22,1.14E-21
ABCC1,0.911753919,4.419079609,2.65E-22,1.18E-21
LOC100288798,0.991504837,3.435912375,2.67E-22,1.19E-21
LOC100133315,1.376073709,2.412512455,2.67E-22,1.19E-21
VMA21,0.647357411,6.564401849,2.76E-22,1.23E-21
GSKIP,-0.610683079,6.318671534,2.90E-22,1.29E-21
UBL7-AS1,-1.114519497,3.204991362,2.92E-22,1.30E-21
CCDC125,0.684065545,5.442058815,2.94E-22,1.31E-21
TRIL,1.974110301,1.397642096,2.97E-22,1.32E-21
DDX58,0.86670191,4.354782555,2.97E-22,1.32E-21
CTNNBIP1,0.954772987,3.832234634,2.98E-22,1.32E-21
TSEN15,0.616593342,6.867650487,2.99E-22,1.33E-21
USP33,0.625953596,6.44034991,3.05E-22,1.35E-21
KRT10,-1.366311037,2.489872039,3.13E-22,1.39E-21
TIGD5,0.991765688,3.882112208,3.13E-22,1.39E-21
GPC2,0.909407958,4.642634031,3.16E-22,1.40E-21
DUSP1,-0.742314587,4.571046629,3.21E-22,1.42E-21
SIM2,1.010700132,3.456103045,3.39E-22,1.50E-21
B4GALT7,0.563170391,6.383106889,3.44E-22,1.52E-21
SPECC1,0.540942373,6.969233257,3.47E-22,1.54E-21
TAPBPL,0.985460353,3.531313049,3.48E-22,1.54E-21
XPR1,0.583722635,6.328510049,3.59E-22,1.59E-21
THYN1,0.841593947,4.704875868,3.60E-22,1.59E-21
FAM110B,2.315488931,1.010421127,3.66E-22,1.62E-21
GNA13,-0.54989192,6.836174338,3.75E-22,1.66E-21
ZNF106,-0.532807582,7.173465779,3.96E-22,1.75E-21
H2AFY,-0.55054593,7.777444975,4.35E-22,1.92E-21
HCFC1,-0.67455719,7.594811044,4.35E-22,1.92E-21
LINC00877,-3.993499313,0.052473346,4.45E-22,1.96E-21
GCSH,0.915342363,3.774626914,4.48E-22,1.98E-21
FAM118A,-0.70127641,4.976510347,4.65E-22,2.05E-21
GNB1L,-0.864701085,4.059736387,4.73E-22,2.08E-21
PEX11B,0.706166519,5.142478237,5.13E-22,2.26E-21
ISG15,1.070018321,4.799260823,5.15E-22,2.27E-21
CARS2,0.605407053,5.82309657,5.18E-22,2.28E-21
SERINC1,-0.607330362,7.899806402,5.32E-22,2.34E-21
PIP4K2C,-0.582916909,6.151947488,5.36E-22,2.36E-21
DDB2,0.823474538,4.52887761,5.39E-22,2.37E-21
ZBTB44,0.62120786,5.907007577,5.45E-22,2.40E-21
RCBTB1,0.69779525,4.895647878,5.47E-22,2.40E-21
ZGPAT,-0.716435029,5.322679296,5.47E-22,2.40E-21
ZNF273,1.013189018,3.589727033,5.50E-22,2.42E-21
ZFP42,0.52396645,7.344900522,5.92E-22,2.60E-21
SAP130,-0.955716456,5.300383011,5.93E-22,2.60E-21
DPP3,0.578258928,6.109757581,6.01E-22,2.64E-21
WSCD1,0.963479638,3.51782557,6.15E-22,2.70E-21
NOTUM,0.674396256,5.641981629,6.20E-22,2.72E-21
LOC400627,-2.214629264,0.970132476,6.25E-22,2.74E-21
RIMKLB,0.555880879,6.431488373,6.26E-22,2.75E-21
HOXC9,2.443358066,0.89780107,6.39E-22,2.80E-21
ALG10B,1.150906779,2.926211473,6.44E-22,2.82E-21
MROH5,-1.542798913,2.608844425,6.60E-22,2.89E-21
BRDT,0.807682884,4.376478696,6.72E-22,2.94E-21
GXYLT1,-0.557558838,6.428613375,6.94E-22,3.04E-21
FOXJ3,-0.565326173,6.934198983,6.95E-22,3.04E-21
NDUFAF8,0.779008223,5.143874954,7.01E-22,3.07E-21
SRP14,0.628831769,6.926070798,7.02E-22,3.07E-21
PLCB2,1.022170542,4.012611568,7.16E-22,3.13E-21
NCOA4,-0.575023309,9.076551838,7.44E-22,3.25E-21
MAPK8,0.781345913,4.650677557,7.98E-22,3.49E-21
SEPT6,0.597022804,6.40028991,8.23E-22,3.59E-21
MYBBP1A,0.577651439,6.548409435,8.31E-22,3.63E-21
SLC12A7,0.730663212,4.925370073,8.52E-22,3.72E-21
PKP4,0.651021128,5.876786401,8.61E-22,3.75E-21
NCK2,-0.530516032,7.215405681,8.67E-22,3.78E-21
PLPP1,-0.979845019,3.46520871,8.68E-22,3.78E-21
GPX1,0.544179036,6.678429477,8.81E-22,3.84E-21
PRUNE1,-0.827091769,4.53565192,8.82E-22,3.84E-21
FEM1A,-0.574107393,6.874935959,8.88E-22,3.87E-21
PLCB3,-0.608093625,6.224809391,9.27E-22,4.04E-21
PAPLN,1.208528428,3.467442254,9.82E-22,4.28E-21
SIK3,-0.670039067,5.960569573,9.83E-22,4.28E-21
SEC61G,-0.82381162,4.442286028,1.00E-21,4.37E-21
MAU2,-0.516477346,7.115434562,1.01E-21,4.41E-21
STARD8,1.260224257,2.642775608,1.02E-21,4.43E-21
CTSF,0.832645329,5.188890778,1.04E-21,4.51E-21
FNTA,-0.626615727,5.467828294,1.06E-21,4.61E-21
NUPL2,0.753844884,4.606271246,1.07E-21,4.64E-21
MRI1,0.665684137,5.446094684,1.08E-21,4.67E-21
SFT2D1,0.807861971,4.317483174,1.08E-21,4.68E-21
FRS2,0.586165356,6.371192877,1.10E-21,4.79E-21
ZNF669,0.9085982,3.767816267,1.12E-21,4.85E-21
PFDN2,-0.851640466,4.614211617,1.13E-21,4.88E-21
OTUD4,-0.709816044,5.753841413,1.16E-21,5.01E-21
TEPP,2.902614747,0.563552574,1.21E-21,5.25E-21
CREB3L4,0.752838438,5.129906244,1.22E-21,5.26E-21
VAMP2,-0.939613055,3.520284956,1.24E-21,5.36E-21
NNT,0.754259013,4.613147582,1.24E-21,5.38E-21
SPG21,-0.563460002,6.429832788,1.32E-21,5.70E-21
DMXL1,-0.549026749,6.56967259,1.34E-21,5.81E-21
HAS3,2.097857357,1.247289455,1.36E-21,5.86E-21
ECE1,-0.668672048,6.000619482,1.39E-21,5.99E-21
GLIPR1,0.750125034,4.528710378,1.41E-21,6.11E-21
POLG,-0.609815822,6.885986659,1.45E-21,6.25E-21
LYST,-0.916195769,3.662620932,1.45E-21,6.28E-21
NFKBIZ,-1.128446453,3.041627505,1.46E-21,6.29E-21
NDUFA4,0.636704972,6.037587254,1.47E-21,6.33E-21
ARMC5,-0.700680349,5.406353916,1.50E-21,6.46E-21
PXDN,-0.560798508,6.848825651,1.53E-21,6.60E-21
GPS2,-0.654503073,6.246910319,1.55E-21,6.67E-21
FUBP3,-0.555049964,7.098128793,1.55E-21,6.69E-21
PDCD6,-0.662950782,5.365850762,1.62E-21,6.96E-21
CLEC2D,1.826060135,1.512007142,1.66E-21,7.13E-21
IGFBP2,2.051446144,2.044551354,1.67E-21,7.18E-21
TMUB1,-0.621184777,6.3712053,1.70E-21,7.32E-21
TRIP11,-0.585427619,7.043858789,1.71E-21,7.34E-21
ZNF43,0.654317344,5.409699084,1.77E-21,7.62E-21
PLEKHH3,0.932236327,4.00769491,1.81E-21,7.80E-21
KCTD3,-0.513242601,7.252567902,1.82E-21,7.83E-21
MRFAP1L1,-0.597818262,5.85517006,2.00E-21,8.60E-21
GTF2A2,0.814819408,5.347949543,2.00E-21,8.60E-21
ATP6V0B,-0.545840278,7.203991574,2.01E-21,8.63E-21
TMEM205,0.652442431,5.302178688,2.03E-21,8.70E-21
CARS,-0.646310663,5.820662274,2.04E-21,8.75E-21
RETREG3,-0.596374963,6.679482225,2.10E-21,8.99E-21
SCFD1,-0.655000976,6.548271056,2.15E-21,9.21E-21
SNORD3A,-1.778807398,6.281920751,2.20E-21,9.44E-21
RUFY1,-0.61130506,5.721846668,2.31E-21,9.92E-21
SIRT7,-0.689781396,4.940862256,2.32E-21,9.95E-21
TMEM33,-0.537600501,7.427387525,2.37E-21,1.02E-20
ZNF441,1.269939837,2.821094856,2.41E-21,1.03E-20
SRSF4,-0.655245614,6.140739767,2.41E-21,1.03E-20
HIF1AN,-0.720282256,5.51042368,2.46E-21,1.05E-20
STK11IP,-0.798055138,5.363454339,2.48E-21,1.06E-20
MVD,-0.615647057,6.085682808,2.60E-21,1.11E-20
NUP50,-0.722202491,5.337144787,2.61E-21,1.12E-20
PLAC1,1.401164277,2.289569667,2.62E-21,1.12E-20
NEBL,0.796436984,4.33239192,2.80E-21,1.19E-20
OAS3,1.034895045,4.9304748,2.82E-21,1.20E-20
ACP2,0.758993814,4.569711833,2.83E-21,1.21E-20
FOS,-0.660564177,5.451415128,2.88E-21,1.23E-20
PCMTD2,0.69284232,5.097140263,2.94E-21,1.25E-20
HSP90AA1,-0.473958404,9.774369557,2.94E-21,1.25E-20
KIF4A,-0.566895024,6.123068836,3.01E-21,1.28E-20
ATAD1,-0.594020569,6.427741809,3.07E-21,1.31E-20
LINC00888,0.911879913,3.731871021,3.10E-21,1.32E-20
IL12RB1,3.514139764,0.254009391,3.11E-21,1.33E-20
CLK4,0.671139069,5.062683693,3.11E-21,1.33E-20
MIR4713HG,-1.847120323,1.302414337,3.12E-21,1.33E-20
PERP,0.525101981,8.770362554,3.13E-21,1.33E-20
ODF2L,0.862229265,3.982957232,3.28E-21,1.39E-20
VPS37B,-0.591243631,5.840241356,3.28E-21,1.40E-20
CDC45,-0.65597357,5.588478464,3.29E-21,1.40E-20
DISP1,-0.742970864,4.499548856,3.65E-21,1.55E-20
SMPD3,-0.766649304,5.172540605,3.71E-21,1.58E-20
FUCA2,-0.552145013,6.373669017,3.82E-21,1.62E-20
SNHG18,1.699817671,1.720831302,3.85E-21,1.64E-20
LAMA2,-1.697015977,1.588492694,3.89E-21,1.65E-20
BAG6,-0.566910768,8.070001318,3.91E-21,1.66E-20
USP36,-0.617202331,5.727779753,4.03E-21,1.71E-20
IL13RA1,0.649519982,5.686472437,4.16E-21,1.76E-20
NOP14,-0.728795051,4.994303288,4.19E-21,1.78E-20
LDHB,0.509952648,9.387460664,4.22E-21,1.79E-20
RAP1GAP,-2.237311277,1.049371464,4.35E-21,1.84E-20
BCAP31,-0.513127083,7.93832768,4.45E-21,1.88E-20
CEP120,0.619842287,5.783584884,4.47E-21,1.89E-20
CBX4,0.618532438,6.000257204,4.51E-21,1.91E-20
PRCD,2.966197706,0.619455086,4.54E-21,1.92E-20
PPP2R5E,-0.606669441,6.383946513,4.55E-21,1.92E-20
GFOD1,0.917046458,4.020801175,4.57E-21,1.93E-20
PSAT1,0.593651937,6.076704109,4.75E-21,2.01E-20
SERINC3,-0.501272141,7.633150315,4.84E-21,2.04E-20
GMPPA,-0.536833786,6.453872466,5.05E-21,2.13E-20
PGPEP1,0.641753908,6.206668445,5.06E-21,2.14E-20
ABCB10,0.541914125,7.043510051,5.09E-21,2.15E-20
MTMR9,0.848572588,4.232693565,5.23E-21,2.21E-20
C19orf25,0.670875551,5.148194134,5.32E-21,2.25E-20
KLF15,0.775253345,4.627724287,5.35E-21,2.26E-20
PMS1,0.788541036,4.812361935,5.36E-21,2.26E-20
ACTN2,-1.451642082,2.288562354,5.44E-21,2.29E-20
ST5,-1.310587454,2.259732717,5.46E-21,2.30E-20
CREBBP,-0.780266527,6.173639621,5.48E-21,2.31E-20
NR1H3,0.685016238,5.035876807,5.74E-21,2.42E-20
FXR1,0.584116456,6.294219477,5.98E-21,2.52E-20
TFAP2E,1.820380742,1.605197032,6.00E-21,2.52E-20
ZNF394,-0.686467266,5.152496537,6.08E-21,2.56E-20
TXN,0.604640094,6.786243139,6.21E-21,2.61E-20
EXOC8,-0.62154918,5.644179841,6.32E-21,2.66E-20
ZBTB17,-0.695936698,4.983245646,6.51E-21,2.73E-20
PSG5,-1.607971675,2.14504577,6.52E-21,2.74E-20
NBPF3,0.76832968,4.310267516,6.79E-21,2.85E-20
PAICS,0.495253235,7.721369719,6.80E-21,2.86E-20
TMEM144,1.259742277,2.58443594,7.01E-21,2.94E-20
PTPDC1,0.772422513,4.665888134,7.03E-21,2.95E-20
GGA3,-0.632948122,6.128962094,7.20E-21,3.02E-20
ITPKA,1.020971147,3.538639438,7.51E-21,3.15E-20
ZNF704,0.558699159,6.497767637,7.72E-21,3.24E-20
BRCC3,-0.682431002,5.056871499,7.73E-21,3.24E-20
PPRC1,-0.66462939,6.022685662,7.77E-21,3.26E-20
ATG10,0.695238256,4.76926747,7.85E-21,3.29E-20
ZNF514,0.826578828,4.021956272,7.97E-21,3.34E-20
PSMD13,-0.609226121,6.291748659,8.79E-21,3.68E-20
PAX6,1.113295358,2.926130685,8.87E-21,3.71E-20
TRIM21,1.032619333,3.219525694,8.91E-21,3.73E-20
SNX17,0.560041304,6.40284241,9.03E-21,3.78E-20
BTBD16,1.21363561,2.628907812,9.34E-21,3.90E-20
RASEF,-0.806064535,4.080744384,9.40E-21,3.93E-20
ALDOA,-0.482502696,10.22059757,9.42E-21,3.94E-20
DCBLD1,-0.578825069,5.76822181,9.73E-21,4.06E-20
GOLGA3,-0.560143537,8.067896858,9.81E-21,4.10E-20
SRSF2,0.50934733,8.212517759,9.84E-21,4.11E-20
RHOG,-1.032986096,4.1631251,9.94E-21,4.15E-20
PRKCA,-0.959399307,3.409258623,9.98E-21,4.16E-20
USP47,-0.59152418,6.545536935,1.00E-20,4.19E-20
CXXC1,-0.555772201,6.561028797,1.01E-20,4.23E-20
ADRM1,-0.491003048,8.077875649,1.02E-20,4.24E-20
CPS1,0.584540996,5.884647416,1.07E-20,4.44E-20
SEPT7,0.591600171,6.71065332,1.07E-20,4.47E-20
INTS1,-0.577698665,7.944997207,1.09E-20,4.54E-20
OAZ1,-0.548161873,9.164860319,1.10E-20,4.56E-20
FAM210B,0.701468433,5.538060004,1.15E-20,4.78E-20
EHMT2,0.51322812,6.874080364,1.15E-20,4.79E-20
CYBA,-0.554343491,8.453213299,1.16E-20,4.83E-20
MCMBP,-0.509806386,7.150519299,1.17E-20,4.87E-20
ZC3H7A,0.875470778,4.48336719,1.20E-20,4.99E-20
DVL1,-0.670224863,7.216027444,1.24E-20,5.15E-20
WRNIP1,-0.652030365,5.531647017,1.24E-20,5.15E-20
SERTAD1,-0.988534548,3.830741073,1.26E-20,5.24E-20
KIAA1211L,0.552061728,6.437632483,1.27E-20,5.26E-20
GLMN,-0.788707326,4.663361508,1.30E-20,5.40E-20
MAP3K13,-0.890033927,4.234268676,1.30E-20,5.41E-20
FADD,0.743162563,4.977352588,1.34E-20,5.57E-20
RAB21,-0.554313462,6.420094921,1.38E-20,5.74E-20
FKBP5,-0.756279666,4.478736847,1.38E-20,5.74E-20
TMED10,-0.520506978,8.882640523,1.42E-20,5.88E-20
CDC42,0.515828261,7.489124468,1.42E-20,5.90E-20
GSK3A,-0.733263413,5.141138086,1.44E-20,5.98E-20
GOSR2,-0.555218916,6.274300205,1.46E-20,6.05E-20
PSME3,-0.574133404,6.264122425,1.46E-20,6.05E-20
VLDLR-AS1,1.72106849,1.716314099,1.46E-20,6.05E-20
HMGN3,0.626010801,5.65848603,1.49E-20,6.14E-20
DPP9,-0.573046242,6.173976405,1.50E-20,6.20E-20
PTTG1IP,-0.506173781,8.263790155,1.54E-20,6.36E-20
FAM171A1,2.462125807,1.085728407,1.57E-20,6.47E-20
AK1,0.710957659,4.673847612,1.57E-20,6.48E-20
MXD4,0.748053302,4.700219229,1.61E-20,6.67E-20
KIAA0368,-0.478591949,8.181034752,1.65E-20,6.80E-20
MOB2,-0.742773642,4.842822829,1.68E-20,6.94E-20
CDK9,-0.656421223,5.163645227,1.74E-20,7.17E-20
ATG9A,-0.579289348,6.258463157,1.78E-20,7.34E-20
DNAJC10,-0.547794418,7.984236321,1.81E-20,7.47E-20
CHDH,1.054375619,3.473777101,1.82E-20,7.51E-20
PSME4,-0.519018827,6.686658211,1.85E-20,7.60E-20
ATR,0.621459682,5.914770983,1.86E-20,7.64E-20
ATG4A,-0.823674154,4.18247508,1.88E-20,7.74E-20
SRSF9,-0.550830375,6.777445467,1.90E-20,7.81E-20
C1QTNF1,-1.766289048,1.435605998,1.93E-20,7.93E-20
FAAP20,-0.852753098,3.791085536,2.00E-20,8.24E-20
UBE2E2,0.727820125,5.19508167,2.04E-20,8.37E-20
ADHFE1,-2.155776988,1.048594422,2.22E-20,9.12E-20
BRD1,-0.594019619,6.030504198,2.22E-20,9.12E-20
CCT6A,-0.513178179,8.184560043,2.23E-20,9.18E-20
SUN2,0.612051776,7.189932984,2.24E-20,9.19E-20
SLC9A7,-0.647971308,5.089584318,2.32E-20,9.53E-20
SESN3,-2.401219085,0.712075804,2.33E-20,9.57E-20
FAM84B,0.887772131,3.770920374,2.34E-20,9.62E-20
